month;country;code;value;netto;quantity;region;district;direction_eng;measure_eng;load_date  
01/2016;MX;8413703500;1617;48;15;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;LU;8481805910;2347;21;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;CN;5510110000;1643;685;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;ID;9403903000;2121;183;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;KR;4016995209;12577;1991;0;40000;02;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;JP;8511300008;4;4;16;10000;07;IM;ShT;2024-03-01T00:00:00.000+03:00                   
01/2016;AT;8538100000;10645;937;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;PH;9601900000;205;12;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;PT;4806409000;141;15;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;MY;8508700001;6992;511;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;SE;4016999708;28626;1669;0;46000;01;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;IN;8483502000;54;2;5;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;BR;0202309004;78852;25032;0;08000;07;IM;1;2024-04-01T00:00:00.000+03:00              
01/2016;CN;6402993100;1850;646;992;10000;07;IM;PAR;2024-02-01T00:00:00.000+03:00             
01/2016;CZ;3304200000;151568;1968;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;DE;3208909109;22708;4706;0;50000;06;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;2707309000;27911;29600;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;HR;8536508000;3;0;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                      
01/2016;DK;8205909000;25;1;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;SK;8708999709;8800;3403;0;22000;04;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;TN;4202310000;19545;134;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;IN;5911909000;411;4;0;25000;06;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;MX;9032102000;9;0;1;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                    
01/2016;KR;8462918009;3840;955;2;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00               
01/2016;CH;8424813000;39253;742;120;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;BE;5515113000;374;44;144;45000;01;IM;M2;2024-01-01T00:00:00.000+03:00                
01/2016;CN;7019120000;60116;68029;0;17000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;DE;2817000000;83;3;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;BR;6406909000;116615;34819;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;IT;8414594000;1068;26;3;60000;03;IM;ShT;2024-04-01T00:00:00.000+03:00                
01/2016;CZ;8708803509;7332;645;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;HN;8708299009;5862;21;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;SV;3926909709;118;1;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                    
01/2016;MX;4911109000;360;17;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;IT;0603191000;83;15;110;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                
01/2016;AT;7616100000;0;0;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                      
01/2016;CN;8481805100;183665;15480;0;17000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;US;8544429007;16761;40;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;KR;9026900000;194;6;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;PL;9405209109;164;45;0;63000;04;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;HK;7323991000;81478;9765;0;03000;03;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;GB;9030209100;1231;4;1;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                 
01/2016;VN;8409910009;10824;3936;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;DE;8483502000;485;6;8;73000;04;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;SG;8542330000;2130;1;500;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;CH;3215110000;29248;5805;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;PK;6110209900;147370;5654;17150;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00        
01/2016;BD;6402999800;4111;656;635;40000;02;IM;PAR;2024-03-01T00:00:00.000+03:00             
01/2016;RS;8537109900;96;2;0;63000;04;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;CN;3924900000;31519;13251;0;50000;06;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;CZ;9031803800;346;1;6;29000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;DE;2918199800;6100;1150;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;CN;8464900000;9708;2423;2;45000;01;IM;ShT;2024-05-01T00:00:00.000+03:00              
01/2016;MX;8708705001;41896;5387;0;29000;01;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;CN;4402900000;2354;1226;0;05000;07;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;PT;8708929101;3283;600;0;36000;04;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;AU;4016930005;1584;21;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;6911100000;920;487;0;35000;09;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;ID;1516209801;27195;21000;0;61000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;CN;8536501509;1967;436;0;94000;04;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;FI;8504318008;26;0;1;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;KH;6108210000;13991;625;20710;46000;01;IM;ShT;2024-05-01T00:00:00.000+03:00          
01/2016;CZ;8501200009;604;16;17;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                
01/2016;FR;6913909800;12;3;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;CN;2934999000;231695;23078;0;45000;01;IM;1;2024-08-01T00:00:00.000+03:00             
01/2016;HU;8479899708;12641;487;83;46000;01;IM;ShT;2024-02-01T00:00:00.000+03:00             
01/2016;MX;4202921900;185;2;5;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                  
01/2016;IT;7117110000;149;0;0;04000;06;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;PK;9405990008;9516;16576;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;DE;4010330000;2059;140;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;BY;7615101000;1194;709;0;27000;02;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;CN;8482109001;653;251;11;65000;05;IM;ShT;2024-01-01T00:00:00.000+03:00               
01/2016;CN;4008219000;43947;34867;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;LU;8471607000;108686;77;22;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00             
01/2016;BY;8409990009;106;20;0;49000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;JP;8708709909;47;1;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;NL;1905909000;123;36;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;AT;7903900000;23;2;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                     
01/2016;CN;6804300000;6701;5093;0;40000;02;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;IT;7419999000;2566;158;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                 
01/2016;CN;6211334100;26362;1096;3369;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00          
01/2016;SE;2208601100;5679;950;259;41000;02;IM;L 100% SPIRTA;2024-04-01T00:00:00.000+03:00   
01/2016;CN;8453100000;40;4;1;24000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                   
01/2016;IT;4205009000;1878;19;0;22000;04;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;NL;0901210008;9106;1091;0;40000;02;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;BY;9026204000;3041;356;1628;80000;04;IM;ShT;2024-04-01T00:00:00.000+03:00            
01/2016;DE;9025192000;235672;1409;13892;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00        
01/2016;IT;8208300000;2822;3;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;FR;8421990008;115750;2499;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;IT;4202990000;18;0;2;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;8536901000;528;13;0;75000;05;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;CN;8413810000;384;10;73;50000;06;IM;ShT;2024-04-01T00:00:00.000+03:00                
01/2016;BY;8512200009;7832;1670;2499;92000;04;IM;ShT;2024-03-01T00:00:00.000+03:00           
01/2016;RO;6201930000;137;4;5;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00                  
01/2016;CN;8463300000;22235;1400;3;60000;03;IM;ShT;2024-06-01T00:00:00.000+03:00             
01/2016;BE;2525100000;21375;34560;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;JP;8708505509;25189;1184;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;BY;8431430000;725;384;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;RO;7320208101;2885;31;0;94000;04;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;KZ;1806901100;548;114;0;63000;04;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;BY;8708309109;383;521;0;75000;05;IM;1;2024-04-01T00:00:00.000+03:00                  
01/2016;IN;4911109000;638;253;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;CN;3204130000;14967;2100;0;45000;01;IM;1;2024-04-01T00:00:00.000+03:00               
01/2016;BY;1806907000;101;57;0;42000;01;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;ES;3214101009;60039;18989;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;TR;7907000001;1475;200;0;17000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;EE;8504408200;44;0;1;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                   
01/2016;KR;3808919000;39327;2840;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00               
01/2016;JP;8708939009;15;10;0;32000;06;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;HU;8302300009;5162;405;0;36000;04;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;BY;4415101000;1360;16100;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;FI;3903110000;52143;44000;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;FR;0603198000;15237;2763;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;JP;8412310009;912;1;3;07000;08;IM;ShT;2024-05-01T00:00:00.000+03:00                  
01/2016;PL;7013379900;180;45;288;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00               
01/2016;BY;8414592000;152;0;2;14000;01;IM;ShT;2024-04-01T00:00:00.000+03:00                  
01/2016;PL;7320202009;108;27;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;US;8523499900;35;0;3;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                   
01/2016;LV;0602904900;155644;102975;95906;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00      
01/2016;UA;8481806390;12024;10568;0;03000;03;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;FI;3917400009;24;0;0;50000;06;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;TW;7318290009;44;1;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;BY;8541409000;869;12;171;60000;03;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;BY;9503002100;15191;1607;0;75000;05;IM;1;2024-05-01T00:00:00.000+03:00               
01/2016;BY;2835220000;24;17;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;GB;8207501000;146;1;0;46000;01;IM;1;2024-05-01T00:00:00.000+03:00                    
01/2016;FR;3002200009;3151797;7926;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00             
01/2016;DE;8515900000;96440;3598;0;61000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;TR;8481803900;2213;223;0;27000;02;IM;1;2024-05-01T00:00:00.000+03:00                 
01/2016;CN;9403909000;7084;3411;0;65000;05;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;CN;4013900000;2177;714;650;04000;06;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;BY;5402330000;28170;22386;0;88000;04;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;CN;8708309109;26498;12817;0;36000;04;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;BE;2835310000;677;450;0;41000;02;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;GB;8477801100;14258;128;1;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;UA;7208390000;104559;451410;0;18000;03;IM;1;2024-03-01T00:00:00.000+03:00            
01/2016;DE;8531103000;10367;204;35;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00             
01/2016;JP;8501510001;300;5;3;30000;07;IM;ShT;2024-02-01T00:00:00.000+03:00                  
01/2016;IN;8547200001;2716;46;0;36000;04;IM;1;2024-06-01T00:00:00.000+03:00                  
01/2016;GB;8544492000;18288;906;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;MX;8544300007;372;9;0;40000;02;IM;1;2024-07-01T00:00:00.000+03:00                    
01/2016;IN;9025900008;956;20;0;41000;02;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;BR;8483608000;13559;504;434;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00            
01/2016;IT;3906100000;95755;29750;0;61000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;IT;8708709909;56221;4000;0;78000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;US;2009897901;30500;12693;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;CN;9002110000;1216;39;33;40000;02;IM;ShT;2024-04-01T00:00:00.000+03:00               
01/2016;TW;7318158100;161;3;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;IT;8501109300;7049;1454;3780;29000;01;IM;ShT;2024-02-01T00:00:00.000+03:00           
01/2016;IT;8302300009;18466;525;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;TN;9030320009;191;1;2;45000;01;IM;ShT;2024-06-01T00:00:00.000+03:00                  
01/2016;CN;8203400000;18526;500;0;61000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;ZA;0603198000;387;68;0;40000;02;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;SI;4016999708;86;0;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;DE;8477200000;1579419;56520;1;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;CZ;7320208108;110862;36711;0;36000;04;IM;1;2024-02-01T00:00:00.000+03:00             
01/2016;ES;7320101100;1581;441;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;JP;8414805100;1134;8;3;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
01/2016;KR;8207909100;17200;49;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;IT;8481803100;11058;571;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;IT;4009310000;355;9;0;42000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;BR;0206299900;89055;26987;0;63000;04;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;DK;8413506900;4172;10;1;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;DE;8424309000;306354;20997;4081;46000;01;IM;ShT;2024-07-01T00:00:00.000+03:00        
01/2016;PH;8532230000;891;2;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;DE;3923309090;4358;1967;0;18000;03;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;US;7314490000;648;1;0;92000;04;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;FR;3004390001;106816;927;0;29000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;HR;3004900002;59406;1256;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;CN;7608202009;4;0;0;41000;02;IM;1;2024-04-01T00:00:00.000+03:00                      
01/2016;CN;9026202000;118389;739;4526;46000;01;IM;ShT;2024-05-01T00:00:00.000+03:00          
01/2016;CN;8301600009;1900;241;0;91000;08;IM;1;2024-06-01T00:00:00.000+03:00                 
01/2016;IN;7318157009;81;8;0;05000;07;IM;1;2024-04-01T00:00:00.000+03:00                     
01/2016;CN;8518299500;6480;7;1670;61000;01;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;HU;8414598000;2307;39;26;46000;01;IM;ShT;2024-03-01T00:00:00.000+03:00               
01/2016;NZ;2204219300;85;15;9;41000;02;IM;L;2024-03-01T00:00:00.000+03:00                    
01/2016;DE;8708809909;1177;108;0;36000;04;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;DE;9401800001;11038;686;78;29000;01;IM;ShT;2024-05-01T00:00:00.000+03:00             
01/2016;ID;9027500000;32;0;3;92000;04;IM;ShT;2024-03-01T00:00:00.000+03:00                   
01/2016;TH;3917330009;6174;41;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;DE;2008199300;2050;130;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;DE;8422300008;300682;6265;1;63000;04;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;JP;8302490009;108;0;0;46000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;CH;3926400000;1126;32;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;ES;4016930001;28560;1738;0;92000;04;IM;1;2024-06-01T00:00:00.000+03:00               
01/2016;MY;4903000000;44796;10963;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;CN;4016995709;34181;11723;0;61000;01;IM;1;2024-01-01T00:00:00.000+03:00              
01/2016;DE;6601992000;150;18;30;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00                
01/2016;FR;3303009000;8695;63;0;05000;07;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;FI;2836500000;319667;1380000;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00           
01/2016;TW;8542324500;15935;10;9515;40000;02;IM;ShT;2024-05-01T00:00:00.000+03:00            
01/2016;VN;6305339000;31908;11288;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;DE;3814009000;8869;2936;0;27000;02;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;PL;4910000000;2339;471;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;IN;1006306700;24500;50130;0;28000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;IT;3917330009;1451;43;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                  
01/2016;NL;4412319000;2561;1282;3;46000;01;IM;M3;2024-05-01T00:00:00.000+03:00               
01/2016;GB;3926909709;1093;10;0;27000;02;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;JP;8408906109;179768;10710;18;78000;01;IM;ShT;2024-03-01T00:00:00.000+03:00          
01/2016;DE;2901100009;51;1;0;80000;04;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;NL;8502208000;3346510;93480;3;46000;01;IM;ShT;2024-05-01T00:00:00.000+03:00          
01/2016;CZ;8538909100;720;0;0;65000;05;IM;1;2024-04-01T00:00:00.000+03:00                    
01/2016;NL;1905903000;234;129;0;40000;02;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;IT;7318155900;6401;1493;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00                
01/2016;CN;7308909900;12698;6589;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;GR;2519901000;2859;2000;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;DE;6115109002;58280;1002;4852;45000;01;IM;PAR;2024-07-01T00:00:00.000+03:00          
01/2016;CN;8481808199;10017;1510;0;80000;04;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;CZ;8480710000;54619;872;0;42000;01;IM;1;2024-01-01T00:00:00.000+03:00                
01/2016;TW;7219321009;11997;5855;0;60000;03;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CN;8481801100;281;46;0;58000;02;IM;1;2024-03-01T00:00:00.000+03:00                   
01/2016;DE;3506910000;657079;225131;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00            
01/2016;IT;9405500000;260;37;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;CN;9001404100;672;36;3000;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00              
01/2016;SE;2710198200;96241;28600;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00              
01/2016;PL;8511400008;87535;9651;3628;36000;04;IM;ShT;2024-03-01T00:00:00.000+03:00          
01/2016;TH;8301200009;79;2;0;92000;04;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;TW;8517709001;651672;556;447;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;SI;8481109909;183;2;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;CA;7318159009;15;2;0;52000;06;IM;1;2024-03-01T00:00:00.000+03:00                     
01/2016;CN;8461509009;23695;7100;368;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;TN;3926200000;132;4;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;ES;8523299000;2856;172;10000;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00           
01/2016;CN;7307991000;71;0;0;53000;04;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;PL;8505191000;24;1;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;FI;8003000000;396;10;0;41000;02;IM;1;2024-06-01T00:00:00.000+03:00                   
01/2016;FI;3402190000;14171;83;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;TR;6205200000;174058;3198;11644;45000;01;IM;ShT;2024-04-01T00:00:00.000+03:00        
01/2016;IL;0805900000;2019;641;0;22000;04;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;CN;4811900000;74;15;0;25000;06;IM;1;2024-01-01T00:00:00.000+03:00                    
01/2016;US;8413606100;1065;20;3;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                
01/2016;SE;8431390000;22096;397;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;ES;8211930000;175;8;47;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00                 
01/2016;BY;4202911000;6;2;2;75000;05;IM;ShT;2024-02-01T00:00:00.000+03:00                    
01/2016;FR;8208300000;1664;25;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                  
01/2016;CN;2106108000;58629;38373;0;45000;01;IM;1;2024-03-01T00:00:00.000+03:00              
01/2016;HU;8529106909;2505;49;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                  
01/2016;DE;7318159009;1615;126;0;32000;06;IM;1;2024-03-01T00:00:00.000+03:00                 
01/2016;TR;9019200000;16883;1782;0;40000;02;IM;1;2024-03-01T00:00:00.000+03:00               
01/2016;DE;8483908100;13695;45;0;77000;07;IM;1;2024-01-01T00:00:00.000+03:00                 
01/2016;SE;8438101000;17431;570;1;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;PL;7318290009;18;1;0;28000;01;IM;1;2024-01-01T00:00:00.000+03:00                     
01/2016;VN;6104420000;7857;362;3733;60000;03;IM;ShT;2024-07-01T00:00:00.000+03:00            
01/2016;DE;8481808199;207;1;0;64000;07;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;DE;8481809908;20502;650;0;04000;06;IM;1;2024-03-01T00:00:00.000+03:00                
01/2016;ES;7318169109;2900;443;0;14000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;TH;8531809500;29;1;45;40000;02;IM;ShT;2024-01-01T00:00:00.000+03:00                  
01/2016;CN;8208100000;238;2;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                    
01/2016;CN;7323999100;5422;2235;0;65000;05;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;CN;8505110000;24952;450;0;17000;01;IM;1;2024-02-01T00:00:00.000+03:00                
01/2016;DE;8544300007;1023;4;0;22000;04;IM;1;2024-04-01T00:00:00.000+03:00                   
01/2016;GB;2842901000;81;1;0;40000;02;IM;1;2024-06-01T00:00:00.000+03:00                     
01/2016;CN;3920491009;44355;21636;0;73000;04;IM;1;2024-05-01T00:00:00.000+03:00              
01/2016;BE;7907000009;149;9;0;29000;01;IM;1;2024-03-01T00:00:00.000+03:00                    
01/2016;CN;9609200000;268;24;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                   
01/2016;CN;8515801000;43614;3680;1;61000;01;IM;ShT;2024-03-01T00:00:00.000+03:00             
01/2016;US;6505004000;330;4;15;45000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                 
01/2016;SE;8716909000;8881;581;0;46000;01;IM;1;2024-02-01T00:00:00.000+03:00                 
01/2016;DE;2818101100;671;560;0;45000;01;IM;1;2024-05-01T00:00:00.000+03:00                  
01/2016;CA;9027905000;1389;0;0;45000;01;IM;1;2024-01-01T00:00:00.000+03:00                   
01/2016;DE;8413703000;52724;2430;2199;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00          
01/2016;US;9027200000;81952;539;5;40000;02;IM;ShT;2024-02-01T00:00:00.000+03:00              
01/2016;DE;8536411000;45872;415;0;45000;01;IM;1;2024-06-01T00:00:00.000+03:00                
01/2016;DE;4911109000;29024;2362;0;46000;01;IM;1;2024-01-01T00:00:00.000+03:00               
01/2016;CL;0206410009;97635;108026;0;46000;01;IM;1;2024-04-01T00:00:00.000+03:00             
01/2016;CZ;8421310000;1156;115;83;27000;02;IM;ShT;2024-04-01T00:00:00.000+03:00              
01/2016;KR;3909509000;3960;2600;0;05000;07;IM;1;2024-05-01T00:00:00.000+03:00                
01/2016;UA;8504408200;38446;1403;28;45000;01;IM;ShT;2024-02-01T00:00:00.000+03:00            
01/2016;GB;9018906000;1153;28;450;65000;05;IM;ShT;2024-01-01T00:00:00.000+03:00              
01/2016;DE;8504320002;454;3;1;70000;01;IM;ShT;2024-03-01T00:00:00.000+03:00                  
01/2016;DK;6302210000;14;1;0;45000;01;IM;1;2024-02-01T00:00:00.000+03:00                     
01/2016;DE;9608601000;51;1;400;45000;01;IM;ShT;2024-01-01T00:00:00.000+03:00                 
